horizon_sessions,factor,factor_label,factor_type,target,version,mean_rank_ic,rank_ic_ir,positive_ic_rate,top_bottom_spread,period_count
120,risk_healthcare_beta_60d,60日医疗板块Beta,风险因子,回撤风险,原始,0.19601138654441466,0.9957129558838268,0.8571428571428571,0.05997678894332134,14
120,risk_healthcare_beta_60d,60日医疗板块Beta,风险因子,回撤风险,中性化,0.13235463437403508,0.9413106287472128,0.7857142857142857,0.044605269457127034,14
120,risk_limit_up_extreme_up_60d,涨停与极端上涨风险,风险因子,回撤风险,原始,0.2526596770129843,2.006931565249221,1.0,0.09972784001622087,14
120,risk_limit_up_extreme_up_60d,涨停与极端上涨风险,风险因子,回撤风险,中性化,0.17566366010873566,1.957874447698825,1.0,0.05486192016022126,14
120,risk_gap_extreme_down_60d,跳空与极端下跌风险,风险因子,回撤风险,原始,0.20980413259084724,1.6545542969582603,0.9285714285714286,0.09069076790536898,14
120,risk_gap_extreme_down_60d,跳空与极端下跌风险,风险因子,回撤风险,中性化,0.13748303880561927,1.4635168544665849,0.8571428571428571,0.04599858536361315,14
120,risk_crowding_quarter_change,拥挤度季度变化,风险因子,回撤风险,原始,0.11836757456381886,0.8469105675497498,0.8571428571428571,0.036600956371847765,14
120,risk_crowding_quarter_change,拥挤度季度变化,风险因子,回撤风险,中性化,0.11792753875183107,1.2199673326183451,0.9285714285714286,0.039235842493989176,14
120,risk_intraday_atr_20d,20日日内振幅/ATR,风险因子,回撤风险,原始,0.3501986473524112,2.158274642175588,1.0,0.1364321772945956,14
120,risk_intraday_atr_20d,20日日内振幅/ATR,风险因子,回撤风险,中性化,0.2862709933492779,2.284244252119679,1.0,0.10913715770169088,14
