ts_code,price_date,latest_close_qfq,trading_days,ret_5d,ret_20d,ret_60d,ret_120d,ret_250d,ma20_gap,ma60_gap,drawdown_60d,drawdown_250d,above_ma20,above_ma60,volatility_20d,market_beta_60d,healthcare_beta_60d,market_beta_percentile,healthcare_beta_percentile,market_beta_bucket,healthcare_beta_bucket,name,healthcare_subindustry,classification_confidence,market,valuation_as_of_date,latest_turnover_rate,latest_pe_ttm,latest_pb,total_mv,market_cap_100m,price_stale_days,pe_valid,pb_valid,pe_percentile_sub,pb_percentile_sub,valuation_score,valuation_status,valuation_coverage,ret_5d_market_pct,ret_5d_sub_pct,ret_20d_market_pct,ret_20d_sub_pct,ret_60d_market_pct,ret_60d_sub_pct,ret_120d_market_pct,ret_120d_sub_pct,momentum_score,overheat_score,volatility_percentile,stale_risk,risk_score,data_completeness_score,research_score,temperature,group,signal_label,subindustry_rank,subindustry_count,market_rank
300003.SZ,2026-07-24,12.11,1833,-0.037360890302066796,0.06508355321020232,-0.1582039186609766,-0.34437035972633745,-0.16668120534732678,-0.033326681301137584,-0.04104650183114689,-0.16507572340660115,-0.4010060094717929,False,False,0.5387929748450645,0.5412782621383502,1.1908985349954464,0.6741935483870968,0.7225806451612903,高Beta,高Beta,乐普医疗,互联网医疗/医疗IT,medium,创业板,2026-07-24,1.9349,26.8871,1.3579,2232387.4328,223.23874328,0,True,True,0.6,0.3333333333333333,50.66666666666667,PE+PB有效,1.0,0.42394822006472493,0.3333333333333333,0.5275080906148867,0.7777777777777778,0.3948220064724919,0.6666666666666666,0.1266233766233766,0.4444444444444444,51.64786819898354,50.45307443365695,0.45806451612903226,0.0,44.47844242614051,100.0,51.98362122213571,中性,B,弱趋势/数据不足,4,9,144
600993.SH,2026-07-24,23.16,1833,-0.022372308991135514,0.07470997679814384,-0.10785824345146378,-0.1766797013864202,-0.14674479323124345,-0.006861063464837058,-0.03078661403043803,-0.11670480549199069,-0.2310756972111554,False,False,0.3273759820547766,0.1109772905374901,0.5728042537124794,0.21935483870967742,0.12903225806451613,低Beta,低Beta,马应龙,中药,high,主板,2026-07-24,1.1114,16.9062,2.1739,998320.8324,99.83208323999999,0,True,True,0.2903225806451613,0.5945945945945946,58.796861377506545,PE+PB有效,1.0,0.627831715210356,0.5405405405405406,0.5889967637540453,0.32432432432432434,0.5533980582524272,0.2972972972972973,0.5422077922077922,0.35135135135135137,51.58051068767547,63.31715210355987,0.05806451612903226,0.0,45.483296795072555,100.0,53.82502723772103,偏热,B,弱趋势/数据不足,27,37,145
600211.SH,2026-07-24,37.22,1833,-0.028198433420365543,0.045505617977527946,-0.05856979947805452,-0.1342357513870358,0.036588056879524045,-0.0331211845694247,-0.03640432919583925,-0.11632893797161559,-0.3261675385596069,False,False,0.425926756282564,0.45635535678118605,0.9083363035216596,0.5967741935483871,0.43548387096774194,中Beta,中Beta,西藏药业,生物制品/创新药,medium,主板,2026-07-24,1.0355,12.4015,3.0761,1199672.0624,119.96720624,0,True,True,0.125,0.21428571428571427,83.92857142857143,PE+PB有效,1.0,0.5436893203883495,0.42857142857142855,0.42071197411003236,0.21428571428571427,0.7119741100323624,0.7142857142857143,0.6461038961038961,0.6071428571428571,51.55756921071285,50.19417475728155,0.25806451612903225,0.0,40.29721265267773,100.0,60.87210248566891,中性,B,估值便宜待确认,14,28,146
603368.SH,2026-07-24,15.07,1833,-0.035828534868841966,0.032899246058944565,-0.061556625499240014,-0.1481664917669543,-0.0935428525908314,-0.020219751641635808,-0.033346790104617385,-0.07917997525512277,-0.22743607968228918,False,False,0.28724102566610843,0.06441672730968845,0.6059847439839873,0.15483870967741936,0.14838709677419354,低Beta,低Beta,柳药集团,医药流通,high,主板,2026-07-24,0.7899,9.115,0.7622,598597.5798,59.85975798,0,True,True,0.08333333333333333,0.21428571428571427,86.42857142857142,PE+PB有效,1.0,0.4401294498381877,0.42857142857142855,0.37540453074433655,0.2857142857142857,0.7087378640776699,0.7142857142857143,0.6136363636363636,0.5,50.928614229895665,55.30744336569578,0.03870967741935484,0.0,39.48940390437414,100.0,61.240900809424126,中性,B,估值便宜待确认,8,14,147
600161.SH,2026-07-24,12.05,1833,-0.033648206320979535,0.06036147737610298,-0.16445273087974177,-0.2742216882506697,-0.3847756532852844,-0.009838153157473384,-0.061020999715558855,-0.17018350775985347,-0.42099968889431794,False,False,0.3690482124463708,0.07029858727370404,0.8025059716609431,0.16129032258064516,0.32903225806451614,低Beta,低Beta,天坛生物,血制品,high,主板,2026-07-24,0.4995,24.4996,2.0086,2382732.537,238.2732537,0,True,True,0.25,0.8,52.99999999999999,PE+PB有效,1.0,0.48220064724919093,0.6,0.511326860841424,0.6,0.3592233009708738,0.8,0.2597402597402597,0.8,50.66612571599932,55.30744336569578,0.12258064516129032,0.0,41.166823259212855,100.0,52.47465194071766,中性,B,弱趋势/数据不足,2,5,148
300122.SZ,2026-07-24,12.13,1833,-0.01140994295028519,0.06590509666080835,-0.1875418620227728,-0.28772753963593656,-0.40305118110236215,-0.006999304162743858,-0.07956140683689317,-0.26261398176291784,-0.5159616919393455,False,False,0.5786170500323999,0.45540267949381513,1.1807286736356093,0.5935483870967742,0.7129032258064516,中Beta,高Beta,智飞生物,疫苗,high,创业板,2026-07-24,1.4961,,1.8792,2903666.9631,290.36669631,0,False,True,,0.6363636363636364,30.909090909090907,仅PB有效,0.4,0.7346278317152104,0.9090909090909091,0.5372168284789643,0.9090909090909091,0.2912621359223301,0.36363636363636365,0.24025974025974026,0.2727272727272727,50.58750334992792,51.375404530744326,0.5225806451612903,0.0,46.41439607474683,73.00000000000001,46.11761532601745,中性,B,弱趋势/数据不足,5,11,149
002001.SZ,2026-07-24,29.75,1833,0.018835616438356295,0.005747126436781658,-0.115348236076382,0.09802391834229085,0.41528839496416126,0.006785224792297706,-0.019471422755166445,-0.13684584887588214,-0.22272199978924856,True,False,0.47487970769018556,0.2568562452373852,0.46521521492798257,0.3741935483870968,0.07096774193548387,中Beta,低Beta,新和成,营养品/维生素,high,主板,2026-07-24,1.117,13.6235,2.6026,9143429.5575,914.3429557499999,0,True,True,0.3333333333333333,1.0,40.0,PE+PB有效,1.0,0.8737864077669902,1.0,0.2621359223300971,0.6666666666666666,0.5080906148867314,0.6666666666666666,0.8928571428571429,1.0,50.57014249602485,57.47572815533981,0.34516129032258064,0.0,47.136235515189476,100.0,48.271650170336486,中性,B,弱趋势/数据不足,2,3,150
688759.SH,2026-07-24,30.83,181,-0.075007500750075,0.08099579242636734,-0.10637681159420298,-0.4048262548262548,,-0.08538032514536631,-0.07089580351088676,-0.1830948595654479,-0.4379216043755698,False,False,0.8783182418628296,0.6923798764419986,1.6696315808287927,0.7774193548387097,0.932258064516129,高Beta,高Beta,必贝特,生物制品/创新药,medium,科创板,2026-07-24,12.4441,,8.5286,1387462.8378,138.74628378,0,False,True,,0.6428571428571429,30.357142857142854,仅PB有效,0.4,0.19093851132686085,0.14285714285714285,0.6148867313915858,0.42857142857142855,0.5598705501618123,0.6071428571428571,0.06168831168831169,0.07142857142857142,50.55301345579338,42.28155339805825,0.8064516129032258,0.0,45.72611963670529,73.00000000000001,46.06217584225595,中性,B,弱趋势/数据不足,15,28,151
300181.SZ,2026-07-24,13.65,1833,-0.015861571737562974,0.061430793157076335,-0.09362484220397016,-0.1777654267702291,-0.25083338135060496,-0.03727474697605504,-0.022302447129247782,-0.09422694094226935,-0.3183423070447785,False,False,0.5798087403000335,0.2611109296519909,0.9335102770148356,0.38064516129032255,0.47096774193548385,中Beta,中Beta,佐力药业,中药,high,创业板,2026-07-24,3.7133,14.7206,2.7958,957393.6645,95.73936644999999,0,True,True,0.1935483870967742,0.7837837837837838,57.0357454228422,PE+PB有效,1.0,0.6990291262135923,0.7567567567567568,0.5145631067961165,0.1891891891891892,0.598705501618123,0.3783783783783784,0.538961038961039,0.32432432432432434,50.51505157717053,55.42071197411003,0.5258064516129032,0.0,49.310627414135084,100.0,52.171373189892606,中性,B,弱趋势/数据不足,28,37,152
002399.SZ,2026-07-24,9.34,1833,-0.04498977505112467,0.07976878612716765,-0.1264633381325584,-0.23309554180433179,-0.22177127580964584,-0.024848611401127485,-0.036523173176655876,-0.13364309151777032,-0.3165267904985293,False,False,0.4323550250656143,0.09654456645491542,0.9687867869007595,0.1967741935483871,0.5096774193548387,低Beta,中Beta,海普瑞,CXO/CDMO,high,主板,2026-07-24,0.2964,36.0203,1.1252,1370454.6508,137.04546507999999,0,True,True,0.4,0.03333333333333333,74.66666666666667,PE+PB有效,1.0,0.3365695792880259,0.3333333333333333,0.6084142394822006,0.5666666666666667,0.459546925566343,0.36666666666666664,0.36688311688311687,0.3333333333333333,50.356649713886966,56.44012944983818,0.2645161290322581,0.0,44.798413195531886,100.0,57.160894515669064,中性,B,估值便宜待确认,16,30,153
603222.SH,2026-07-24,7.909999999999999,1833,-0.13646288209606994,0.13323782234957005,-0.18453608247422681,-0.15671641791044788,0.1364942528735631,-0.10479855138071559,-0.11537744641192926,-0.24088291746641077,-0.43741109530583233,False,False,0.9447286992103677,0.7832450871312978,0.5461696909442825,0.8258064516129032,0.1032258064516129,高Beta,低Beta,济民健康,医疗耗材,high,主板,2026-07-24,5.6319,,3.7321,415346.6646,41.534666460000004,0,False,True,,0.6,34.00000000000001,仅PB有效,0.4,0.045307443365695796,0.04,0.7831715210355987,0.84,0.30097087378640774,0.4,0.5909090909090909,0.4583333333333333,50.06347253975538,38.67313915857605,0.8774193548387097,0.0,44.61958450777743,73.00000000000001,46.84514584768662,中性,B,弱趋势/数据不足,10,25,154
603707.SH,2026-07-24,7.55,1833,-0.044303797468354444,0.10380116959064334,-0.1847660713738435,-0.20095148897457193,-0.30165349310380385,-0.011068177352806519,-0.048636976177748426,-0.1899476429540945,-0.359556595434393,False,False,0.44949812120099925,0.12359592374356755,0.9323299852197162,0.23548387096774193,0.46774193548387094,低Beta,中Beta,健友股份,生物制品/生物科技,medium,主板,2026-07-24,0.6326,20.8219,1.757,1219816.505,121.98165049999999,0,True,True,0.23529411764705882,0.35,71.88235294117646,PE+PB有效,1.0,0.34951456310679613,0.4,0.7119741100323624,0.65,0.2977346278317152,0.35,0.4675324675324675,0.4,50.02424280253535,60.5663430420712,0.2967741935483871,0.0,48.33192400041759,100.0,55.735345316752685,偏热,B,估值便宜待确认,11,20,155
300406.SZ,2026-07-24,11.08,1833,-0.028070175438596467,0.02402957486136792,-0.07447770361668915,-0.16886524659062474,-0.14171372469029864,-0.02481957401865864,-0.052293934024931654,-0.12551246511621617,-0.22944039933418392,False,False,0.3562271948253281,0.20554050954476452,0.77543051967937,0.3193548387096774,0.2967741935483871,低Beta,低Beta,九强生物,IVD/体外诊断,high,创业板,2026-07-24,0.6833,30.6106,1.7357,649629.9288,64.96299288,0,True,True,0.4,0.3333333333333333,62.66666666666667,PE+PB有效,1.0,0.5469255663430421,0.5333333333333333,0.343042071197411,0.4,0.6666666666666666,0.6666666666666666,0.564935064935065,0.7333333333333333,50.01158101403803,48.02588996763754,0.1064516129032258,0.0,35.74715523541079,100.0,55.31154198977787,中性,B,弱趋势/数据不足,7,15,156
000756.SZ,2026-07-24,12.9,1833,-0.05770635500365229,0.044534412955465674,-0.09600560616678344,-0.20321185917232865,-0.23058470127798036,-0.08808143644846578,-0.058646104448930814,-0.1540983606557378,-0.28925619834710736,False,False,0.6445754883909197,0.41055604459635814,1.357065581304533,0.567741935483871,0.832258064516129,中Beta,高Beta,新华制药,原料药,high,主板,2026-07-24,2.1458,34.3421,1.6799,898721.586,89.8721586,0,True,True,0.5,0.3333333333333333,56.666666666666664,PE+PB有效,1.0,0.26537216828478966,0.5,0.4077669902912621,0.6111111111111112,0.5889967637540453,0.7222222222222222,0.4512987012987013,0.4444444444444444,49.93759201093135,37.944983818770226,0.5935483870967742,0.0,38.43245641507464,100.0,53.36435341096428,中性,B,弱趋势/数据不足,7,18,157
000963.SZ,2026-07-24,28.579999999999995,1833,-0.05049833887043209,0.08216584627035184,-0.14683426176331782,-0.22724914204191438,-0.27172213317307436,-0.043075017159694196,-0.03511507856595608,-0.13520592873846238,-0.3625794109058684,False,False,0.5816840968460817,0.4428325602106659,1.1643095053051786,0.5870967741935483,0.6967741935483871,中Beta,高Beta,华东医药,化学制药/创新药,medium,主板,2026-07-24,1.7976,14.3131,1.9478,5012180.0602,501.21800602,0,True,True,0.20833333333333334,0.4375,70.0,PE+PB有效,1.0,0.3074433656957929,0.375,0.6213592233009708,0.625,0.4077669902912621,0.34375,0.37662337662337664,0.3125,49.62635312619864,53.25242718446602,0.535483870967742,0.0,47.98637644848105,100.0,55.07785540844703,中性,B,估值便宜待确认,17,32,158
301393.SZ,2026-07-24,57.85,736,-0.03679653679653683,0.031010515059704202,-0.04575629793803526,0.06322028882746,0.06107218283982685,-0.09526676727946637,-0.017604998729424226,-0.1868147315153219,-0.1868147315153219,False,False,0.8434981965360834,0.8285733209988054,1.209305062882081,0.8451612903225807,0.7354838709677419,高Beta,高Beta,昊帆生物,生物制品/生物科技,medium,创业板,2026-07-24,6.0316,55.1456,2.6154,624780.0,62.478,0,True,True,0.6470588235294118,0.55,39.17647058823529,PE+PB有效,1.0,0.43042071197411,0.5,0.36893203883495146,0.35,0.7605177993527508,0.65,0.8701298701298701,0.8,49.60200510489477,38.05825242718446,0.7677419354838709,0.0,41.99561540870654,100.0,48.255978398689706,中性,B,弱趋势/数据不足,12,20,159
300009.SZ,2026-07-24,7.869999999999999,1833,-0.03789731051344747,0.04933333333333323,-0.0859372141641166,-0.20578497669054363,-0.10508516667887036,-0.0462918080465341,-0.03614240722742035,-0.11290955866419183,-0.3400912570550695,False,False,0.44269546725787806,0.31074242182978035,0.9008292411090165,0.44193548387096776,0.41935483870967744,中Beta,中Beta,安科生物,生物制品/创新药,medium,创业板,2026-07-24,1.6189,18.9519,2.7719,1314841.4509,131.48414509,0,True,True,0.3125,0.14285714285714285,75.53571428571428,PE+PB有效,1.0,0.41423948220064727,0.35714285714285715,0.45307443365695793,0.2857142857142857,0.627831715210356,0.6428571428571429,0.44155844155844154,0.39285714285714285,49.43985775162477,48.52750809061488,0.2870967741935484,0.0,39.711191147301385,100.0,57.59116455030822,中性,B,估值便宜待确认,16,28,160
300357.SZ,2026-07-24,22.8,1833,-0.04402515723270439,0.07740868314167271,-0.12475953657827488,-0.23042236918451942,0.06102044199113088,-0.04719833237890103,-0.020246315904475676,-0.11593640946103123,-0.3477579719204663,False,False,0.6708528475131865,0.49677830647554955,1.2689811981955503,0.635483870967742,0.7838709677419354,中Beta,高Beta,我武生物,生物制品/创新药,medium,创业板,2026-07-24,2.8412,28.0339,4.3589,1193771.52,119.377152,0,True,True,0.5,0.32142857142857145,57.14285714285714,PE+PB有效,1.0,0.3559870550161812,0.32142857142857145,0.6019417475728155,0.39285714285714285,0.46601941747572817,0.4642857142857143,0.37337662337662336,0.25,49.20926736246559,54.53074433656957,0.6193548387096774,0.0,50.558617809792246,100.0,51.2274820317248,中性,B,弱趋势/数据不足,17,28,161
002287.SZ,2026-07-24,20.0,1833,-0.04852521408182664,0.07411385606874332,-0.09486630277067631,-0.1628070191746822,-0.08494489071079103,-0.020208205756276687,-0.034000786910601155,-0.11296110940802917,-0.42482980972849893,False,False,0.38533433053447685,0.08598974113526248,0.7602717025745053,0.1870967741935484,0.27741935483870966,低Beta,低Beta,奇正藏药,中药,high,主板,2026-07-24,0.4377,17.1312,2.2696,1144236.4,114.42363999999999,0,True,True,0.3225806451612903,0.6216216216216216,55.78029642545772,PE+PB有效,1.0,0.313915857605178,0.21621621621621623,0.5825242718446602,0.2702702702702703,0.5922330097087378,0.35135135135135137,0.5811688311688312,0.40540540540540543,48.929150495878446,59.482200647249186,0.15483870967741936,0.0,44.73431464662281,100.0,51.59241720689808,中性,B,弱趋势/数据不足,29,37,162
688029.SH,2026-07-24,71.0,1698,-0.04685192643307823,0.016609392898052633,-0.04970543287078877,-0.14889102421536238,0.04857104293857861,-0.05226555252250864,-0.06789397225155958,-0.16099021962968607,-0.2824731504595881,False,False,0.5303602483501628,0.3160737066612259,0.8400477560611466,0.46774193548387094,0.3580645161290323,中Beta,中Beta,南微医学,医疗耗材,high,科创板,2026-07-24,0.9999,23.994,3.144,1333716.54,133.371654,0,True,True,0.30434782608695654,0.52,60.939130434782605,PE+PB有效,1.0,0.3268608414239482,0.4,0.30097087378640774,0.48,0.7443365695792881,0.68,0.6103896103896104,0.5,48.84312191679265,37.76699029126214,0.43548387096774194,0.0,35.14657062323833,100.0,54.268670165285485,中性,B,弱趋势/数据不足,11,25,163
688331.SH,2026-07-24,119.0,1046,0.02577364020343076,0.05319054783609167,-0.11884487226952989,0.19778560644187215,0.7862503752626837,-0.09827307928377116,-0.013400617384599633,-0.19811320754716988,-0.22354169385358214,False,False,1.0478882274269765,1.2490864261695893,1.8523708808553792,0.9612903225806452,0.967741935483871,高Beta,高Beta,荣昌生物,生物制品/创新药,medium,科创板,2026-07-24,1.7375,51.9993,17.099,6717282.25,671.728225,0,True,True,0.6875,0.7857142857142857,27.321428571428573,PE+PB有效,1.0,0.8964401294498382,0.75,0.47896440129449835,0.32142857142857145,0.49514563106796117,0.5357142857142857,0.9253246753246753,0.9285714285714286,48.83603762167289,41.18122977346278,0.9290322580645162,0.0,47.40750600271427,100.0,44.020853815453734,中性,B,弱趋势/数据不足,18,28,164
301293.SZ,2026-07-24,51.55,782,0.06266749123891979,0.07306411323896755,-0.2105666156202144,-0.348704990524321,0.058087027914614175,0.023030591690729185,-0.0953098264036154,-0.2839283233782469,-0.47866100323624594,True,False,0.6659151376815559,0.8925081998701405,1.2167029679215322,0.8741935483870967,0.7483870967741936,高Beta,高Beta,三博脑科,医疗服务,high,创业板,2026-07-24,7.9676,174.3514,4.5042,1061862.985,106.1862985,0,True,True,0.875,0.9166666666666666,10.833333333333334,PE+PB有效,1.0,0.9546925566343042,1.0,0.5792880258899676,0.75,0.24271844660194175,0.16666666666666666,0.11038961038961038,0.3333333333333333,48.68613741642116,57.03883495145631,0.6096774193548387,0.0,52.12073285311619,100.0,39.1019058552186,中性,B,弱趋势/数据不足,5,12,165
600789.SH,2026-07-24,7.1000000000000005,1833,-0.006993006993006867,0.04835001139623629,-0.11513031216307767,-0.22453936250300077,-0.3131847187586616,0.006170544722410964,-0.05219344696438166,-0.18845095599065476,-0.34466112944799887,True,False,0.5432874516776105,0.2682264415900811,1.0514156556189584,0.3935483870967742,0.5838709677419355,中Beta,中Beta,鲁抗医药,化学制药/创新药,medium,主板,2026-07-24,2.0175,85.3358,1.436,742084.758,74.2084758,0,True,True,0.875,0.15625,41.25,PE+PB有效,1.0,0.7605177993527508,0.875,0.4401294498381877,0.375,0.511326860841424,0.4375,0.38311688311688313,0.34375,48.5298527510773,56.877022653721674,0.4645161290322581,0.0,49.10423843825033,100.0,47.064775884908826,中性,B,弱趋势/数据不足,18,32,166
688301.SH,2026-07-24,90.21,1415,0.01955244122965638,-0.14581952466622483,0.11145682295498216,0.0998129895716442,0.4542461396167705,-0.13589470961809258,-0.17159370164565058,-0.38266802597305294,-0.38266802597305294,False,False,0.8549360559458755,0.9989687091976952,-0.11267800975617971,0.9064516129032258,0.0064516129032258064,高Beta,低Beta,奕瑞科技,医疗设备,high,科创板,2026-07-24,2.2279,41.2345,4.5441,2827266.1974,282.72661974,0,True,True,0.5,0.8181818181818182,37.272727272727266,PE+PB有效,1.0,0.8770226537216829,0.9047619047619048,0.0744336569579288,0.23809523809523808,0.9288025889967637,1.0,0.8961038961038961,0.9523809523809523,48.24416813573264,9.385113268608414,0.7774193548387097,0.0,22.117966384800084,100.0,49.94698774190139,偏冷,C,弱趋势/数据不足,9,22,167
688513.SH,2026-07-24,48.93,1427,-0.10433827567270737,0.1781844449795329,-0.25071951544764415,-0.1450683744597253,0.18814734205885708,-0.08908974132233727,-0.0672415425142251,-0.23600729814118948,-0.37920794024839355,False,False,0.9995887593184521,0.1563207320886345,1.7498099863781775,0.3,0.9548387096774194,低Beta,高Beta,苑东生物,生物制品/生物科技,medium,科创板,2026-07-24,1.9925,31.4901,2.8914,863772.5439,86.37725439,0,True,True,0.4117647058823529,0.6,51.294117647058826,PE+PB有效,1.0,0.09061488673139159,0.1,0.883495145631068,0.85,0.15857605177993528,0.15,0.6233766233766234,0.6,48.19051765495798,47.84789644012945,0.896774193548387,0.0,51.42901137905835,100.0,49.023488297880746,中性,B,弱趋势/数据不足,13,20,168
002626.SZ,2026-07-24,13.22,1833,-0.10675675675675689,0.004559270516717451,-0.1449614906396166,-0.3279726990197678,-0.3185407369007469,-0.05581544834482033,-0.09050905092506245,-0.2012272444870682,-0.37921861649177613,False,False,0.45219230516898856,0.14433779894818746,0.6921507570798002,0.27419354838709675,0.2161290322580645,低Beta,低Beta,金达威,医疗健康其他,low,主板,2026-07-24,0.5096,28.4144,1.8313,806335.392,80.6335392,0,True,True,1.0,1.0,0.0,PE+PB有效,1.0,0.08414239482200647,1.0,0.2524271844660194,1.0,0.4110032362459547,1.0,0.1590909090909091,1.0,47.6493465282048,32.31391585760518,0.3032258064516129,0.0,28.684257229355886,100.0,39.2869693325195,偏冷,B,弱趋势/数据不足,1,1,169
000516.SZ,2026-07-24,4.05,1831,-0.04705882352941182,0.046511627906976605,-0.12147505422993499,-0.20432220039292737,-0.22857142857142865,-0.010747435271128425,-0.040018962588393436,-0.13090128755364816,-0.3457189014539581,False,False,0.344938861105681,0.2830234742309902,0.7114228761101111,0.4064516129032258,0.23225806451612904,中Beta,低Beta,国际医学,医疗服务,high,主板,2026-07-24,0.8065,,2.7731,906753.185,90.6753185,0,False,True,,0.5833333333333334,35.416666666666664,仅PB有效,0.4,0.32362459546925565,0.25,0.42394822006472493,0.4166666666666667,0.48220064724919093,0.8333333333333334,0.44805194805194803,0.8333333333333334,47.49316526547134,55.66343042071197,0.0935483870967742,0.0,40.83536903643386,73.00000000000001,46.22476047048439,中性,B,弱趋势/数据不足,6,12,170
300204.SZ,2026-07-24,22.19,1833,-0.0942857142857142,0.14381443298969088,-0.19338422391857502,-0.17845242502776748,-0.4739212897107634,-0.08988372331480832,-0.09383571433432925,-0.2342995169082125,-0.6362295081967213,False,False,1.1496156011118346,0.5200478649328414,2.1478634185929715,0.6516129032258065,1.0,中Beta,高Beta,舒泰神,生物制品/创新药,medium,创业板,2026-07-24,8.1202,,14.8334,1201243.1016,120.12431016,0,False,True,,0.75,21.25,仅PB有效,0.4,0.11974110032362459,0.10714285714285714,0.8155339805825242,0.6428571428571429,0.27184466019417475,0.17857142857142858,0.5357142857142857,0.5,46.78218606960564,43.446601941747566,0.9612903225806452,0.0,49.6384278108362,73.00000000000001,40.93604747013796,中性,B,弱趋势/数据不足,19,28,171
603392.SH,2026-07-24,28.53,1512,-0.0007005253940455258,0.08602969166349461,-0.28298567479266146,-0.3505577054404735,-0.5147959183673468,0.001105321332701914,-0.1284690931862963,-0.3822000866175833,-0.5423484119345525,True,False,0.3838878977272644,0.22267558452454175,1.0052860634273095,0.34516129032258064,0.5451612903225806,中Beta,中Beta,万泰生物,IVD/体外诊断,high,主板,2026-07-24,0.2684,,3.0515,3607312.6584,360.73126584,0,False,True,,0.6666666666666666,28.33333333333334,仅PB有效,0.4,0.7961165048543689,0.8,0.6407766990291263,0.8,0.10679611650485436,0.26666666666666666,0.10064935064935066,0.2,46.60317286329667,50.1294498381877,0.15161290322580645,0.0,38.122872951247516,73.00000000000001,44.326806108624204,中性,B,弱趋势/数据不足,8,15,172
600518.SH,2026-07-24,1.33,1798,-0.014814814814814836,0.09917355371900838,-0.22222222222222232,-0.3108808290155438,-0.35748792270531393,0.01681957186544336,-0.08307480179248539,-0.23121387283236994,-0.3954545454545455,True,False,0.4886566114065637,0.12040481325714956,0.9439290688916671,0.23225806451612904,0.4870967741935484,低Beta,中Beta,康美药业,中药,high,主板,2026-07-24,1.2757,,2.5287,1839243.2611,183.92432611,0,False,True,,0.7567567567567568,20.675675675675674,仅PB有效,0.4,0.7184466019417476,0.8108108108108109,0.6957928802588996,0.5135135135135135,0.22653721682847897,0.05405405405405406,0.18831168831168832,0.08108108108108109,46.581783845633105,62.55663430420712,0.36774193548387096,0.0,51.1444827226224,73.00000000000001,40.44631681790542,偏热,B,弱趋势/数据不足,30,37,173
000915.SZ,2026-07-24,24.73,1833,-0.02829076620825144,-0.014438515396010265,-0.05301921408157573,-0.17462282616911518,-0.18322073211972323,-0.02276038289677118,-0.03610152169225089,-0.08806853720672625,-0.25252359313742334,False,False,0.31910990825055596,0.15408865104629618,0.5597922375025118,0.2967741935483871,0.11935483870967742,低Beta,低Beta,华特达因,化学制药/创新药,medium,主板,2026-07-24,0.992,12.5078,1.9502,579501.7995,57.95017995,0,True,True,0.08333333333333333,0.46875,76.25,PE+PB有效,1.0,0.540453074433657,0.59375,0.21359223300970873,0.125,0.7346278317152104,0.8125,0.5487012987012987,0.5,46.273576227982474,48.51132686084142,0.05161290322580645,0.0,34.99018686710512,100.0,56.57811770672372,中性,B,估值便宜待确认,19,32,174
002773.SZ,2026-07-24,20.98,1833,-0.0480943738656987,0.07534597642234742,-0.14163591977998213,-0.32241462622257555,-0.3149333996982191,-0.057142215131564145,-0.023949491587945793,-0.12714585090166997,-0.5292301922920777,False,False,0.597115071859357,0.41373150456003444,1.0373390977617518,0.5709677419354838,0.5741935483870968,中Beta,中Beta,康弘药业,生物制品/创新药,medium,主板,2026-07-24,0.9332,18.0576,2.0121,1932942.5774,193.29425774,0,True,True,0.25,0.07142857142857142,82.14285714285714,PE+PB有效,1.0,0.32038834951456313,0.2857142857142857,0.5922330097087378,0.35714285714285715,0.42071197411003236,0.39285714285714285,0.16558441558441558,0.10714285714285714,45.94015821135133,51.50485436893203,0.5548387096774193,0.0,47.15017225180081,100.0,56.027283374754965,中性,B,估值便宜待确认,20,28,175
002675.SZ,2026-07-24,12.39,1833,-0.013535031847133783,0.005681818181818121,-0.06776180311954405,-0.14921333158418482,-0.1296072142254402,-0.029301159511124997,-0.02660676210228119,-0.07330671432775493,-0.31853336838208335,False,False,0.34610064607472474,0.2086876668341775,0.6625163714405523,0.32903225806451614,0.18387096774193548,低Beta,低Beta,东诚药业,生物制品/生物科技,medium,主板,2026-07-24,0.961,50.0005,2.3836,1021674.0723,102.16740723,0,True,True,0.5882352941176471,0.45,46.705882352941174,PE+PB有效,1.0,0.7313915857605178,0.65,0.2588996763754045,0.15,0.6828478964401294,0.55,0.6071428571428571,0.55,45.89712414002268,50.1294498381877,0.0967741935483871,0.0,37.02609875769913,100.0,48.66083025859403,中性,B,弱趋势/数据不足,14,20,176
000403.SZ,2026-07-24,9.44,1820,-0.029804727646454365,0.06546275395033851,-0.22622950819672127,-0.3228120516499283,-0.4720357941834452,0.006021207438589027,-0.12873602116630012,-0.27160493827160503,-0.5002646903123347,True,False,0.4770134890664872,0.013440748878179051,0.7825723814823226,0.13225806451612904,0.3064516129032258,低Beta,低Beta,派林生物,血制品,high,主板,2026-07-24,1.1998,25.4052,1.1061,897175.1324,89.71751324,0,True,True,0.75,0.6,31.000000000000007,PE+PB有效,1.0,0.5275080906148867,0.8,0.5307443365695793,0.8,0.22006472491909385,0.4,0.16233766233766234,0.6,45.78134603908488,50.24271844660194,0.35161290322580646,0.0,42.20216097713748,100.0,43.8884834768803,中性,B,弱趋势/数据不足,3,5,177
